sentence1,sentence2,label
19/10/24,"2024, October 19",1
"2024, Oct 19",2024/10/19,1
"October 19, 2016","19 October, 2024",0
20241019,19/10/2024,1
"Oct 19, 2024",10/19/24,1
Random date text,2024/10/19,0
"2024, October 19",2024/10/19,1
2024/19/10,"Oct 19, 2024",0
"October 19, 2024",20241019,1
"Oct 19, 2024",2024-10-19,1
"October 19, 2016",2024/10/19,0
"October 19, 2024",19/10/2024,1
"Oct 19, 24",19/10/24,1
"October 19, 2016","2024, Oct 19",0
"2024, Oct 19",Oct192024,1
"January 19, 2024","2024, Oct 19",0
20241019,Oct192024,1
19/10/24,"2024, Oct 19",1
2024/19/10,10/19/24,0
13Jul2024,7/13/2024,1
"13 July, 2024","24, July 13",1
"August 13, 2024",2024Jul13,0
07/13/24,20240713,1
"May 32, 2035",07/13/2024,0
"Jul 13, 2024",7/13/24,1
"24, Jul 13",Jul132024,1
"August 13, 2024","Jul 13, 2024",0
2024/7/13,Jul132024,1
Jul132024,07/13/24,1
"July 13, 2022",13/07/2024,0
"13 Jul, 2024","Jul 13, 24",1
24/13/07,13/7/24,0
7/13/24,07/13/2024,1
07/13/2024,"Jul 13, 2024",1
"August 13, 2024",13Jul2024,0
13/07/2024,"2024, July 13",1
"24, July 13","2024, July 13",1
24/13/07,"13 July, 2024",0
20240713,7/13/2024,1
2024/13/07,2024Jul13,0
"13 Jul, 2024",13/7/2024,1
Jul132024,07/13/24,1
"August 13, 2024","Jul 13, 2024",0
20240713,"Jul 13, 2024",1
"Jul 13, 24",07/13/24,1
Random date text,13/7/24,0
13/7/2024,7/13/2024,1
2024/13/07,"Jul 13, 2024",0
"13 July, 2024",13/07/24,1
13/7/24,07/13/2024,1
Random date text,"2024, Jul 13",0
13/07/24,20240713,1
07/13/24,7/13/24,1
24/13/07,07/13/2024,0
07/13/24,"2024, Jul 13",1
"August 13, 2024","13 Jul, 24",0
2024/7/13,"July 13, 2024",1
7/13/24,13/07/2024,1
24/13/07,"13 July, 2024",0
13/07/2024,13/07/24,1
13/7/2024,"Jul 13, 2024",1
"July 13, 2022",2024/07/13,0
2024Jul13,7/13/2024,1
"May 32, 2035",20240713,0
2024-07-13,"24, Jul 13",1
"Jul 13, 24","2024, Jul 13",1
Random date text,13Jul2024,0
"2024, Jul 13","2024, July 13",1
2024-07-13,"July 13, 2024",1
24/13/07,13/07/24,0
13/7/2024,"2024, Jul 13",1
2024/13/07,"24, Jul 13",0
"13 Jul, 24",13/7/24,1
07/13/24,"13 Jul, 2024",1
July 2024 13,"2024, July 13",0
"13 Jul, 2024",2024-07-13,1
"2024, Jul 13",07/13/24,1
Random date text,2024Jul13,0
7/13/2024,13/7/2024,1
"July 13, 2022","24, Jul 13",0
13/07/2024,2024Jul13,1
2024/07/13,7/13/2024,1
July 2024 13,Jul132024,0
"13 July, 2024","July 13, 2024",1
"2024, Jul 13","13 Jul, 24",1
July 2024 13,2024/07/13,0
"Jul 13, 2024",13/7/24,1
"August 13, 2024","24, Jul 13",0
"13 Jul, 24",Jul132024,1
13/07/24,13/7/2024,1
"May 32, 2035","July 13, 2024",0
07/13/2024,13/7/2024,1
13Jul2024,"2024, Jul 13",1
July 2024 13,7/13/2024,0
13/07/2024,"2024, July 13",1
"August 13, 2024",Jul132024,0
13/07/2024,"24, July 13",1
"2024, July 13",2024Jul13,1
"August 13, 2024","13 Jul, 2024",0
2024Jul13,07/13/24,1
"Jul 13, 2024",07/13/2024,1
"May 32, 2035","Jul 13, 24",0
"Jul 13, 2024","24, Jul 13",1
"August 13, 2024",13/7/2024,0
"Jul 13, 2024",7/13/2024,1
"2024, Jul 13",2024/07/13,1
24/13/07,"24, July 13",0
"Jul 13, 24",2024-07-13,1
13/7/24,2024-07-13,1
24/13/07,"Jul 13, 2024",0
"13 Jul, 24",07/13/24,1
"May 32, 2035","2024, Jul 13",0
"Jul 13, 2024",2024-07-13,1
13/07/24,"2024, Jul 13",1
"July 13, 2022",07/13/24,0
7/13/2024,13/07/24,1
7/13/2024,13/07/2024,1
2024/13/07,"2024, Jul 13",0
2024/07/13,"13 Jul, 24",1
Random date text,"13 July, 2024",0
2024-07-13,Jul132024,1
"13 Jul, 2024","13 July, 2024",1
"July 13, 2022",13/07/24,0
7/13/2024,13/07/2024,1
13/7/2024,20240713,1
"May 32, 2035","2024, Jul 13",0
"24, July 13",20240713,1
"May 32, 2035","24, Jul 13",0
"Jul 13, 2024",2024/07/13,1
"2024, Jul 13","Jul 13, 2024",1
2024/13/07,"24, July 13",0
"13 Jul, 2024","13 July, 2024",1
"13 Jul, 2024",13/07/2024,1
24/13/07,2024Jul13,0
Jul132024,"July 13, 2024",1
"August 13, 2024","2024, Jul 13",0
"2024, Jul 13",2024/7/13,1
"13 Jul, 2024",Jul132024,1
"May 32, 2035","13 July, 2024",0
"Jul 13, 2024",7/13/24,1
"13 Jul, 2024","July 13, 2024",1
2024/13/07,07/13/24,0
Jul132024,"13 Jul, 24",1
"July 13, 2022","13 July, 2024",0
"13 Jul, 2024","13 Jul, 24",1
07/13/24,Jul132024,1
July 2024 13,"13 Jul, 24",0
"13 Jul, 24",20240713,1
"13 Jul, 2024","2024, July 13",1
"August 13, 2024",07/13/24,0
13/07/2024,"13 Jul, 24",1
July 2024 13,2024/07/13,0
"13 Jul, 2024","13 Jul, 2024",1
20240713,"13 July, 2024",1
"July 13, 2022",07/13/2024,0
13Jul2024,13/7/24,1
"2024, Jul 13",13/7/2024,1
2024/13/07,13/7/2024,0
"Jul 13, 2024","24, Jul 13",1
Random date text,"13 Jul, 2024",0
13Jul2024,7/13/2024,1
Jul132024,13/07/2024,1
July 2024 13,7/13/2024,0
"13 Jul, 24",2024Jul13,1
2024Jul13,13Jul2024,1
"July 13, 2022","13 July, 2024",0
13/07/24,2024Jul13,1
2024/13/07,"Jul 13, 24",0
2024-07-13,"13 Jul, 2024",1
13/7/24,2024Jul13,1
"May 32, 2035","Jul 13, 2024",0
"Jul 13, 24",7/13/24,1
13/07/24,7/13/24,1
2024/13/07,"2024, Jul 13",0
07/13/24,"2024, July 13",1
"July 13, 2022",2024-07-13,0
13/7/24,Jul132024,1
"13 Jul, 24",Jul132024,1
July 2024 13,13/07/2024,0
13/07/2024,"July 13, 2024",1
"13 Jul, 2024",Jul132024,1
"August 13, 2024","13 July, 2024",0
"July 13, 2024",13/7/2024,1
"July 13, 2022",2024/7/13,0
"13 Jul, 2024","13 July, 2024",1
"Jul 13, 2024",13/07/24,1
July 2024 13,07/13/2024,0
"13 Jul, 2024","Jul 13, 24",1
"24, July 13","24, Jul 13",1
July 2024 13,"2024, Jul 13",0
"2024, Jul 13",2024/7/13,1
"May 32, 2035",Jul132024,0
7/13/24,13/7/24,1
13/07/2024,"13 Jul, 2024",1
Random date text,7/13/2024,0
"13 Jul, 24",07/13/24,1
7/13/24,2024/07/13,1
"May 32, 2035","13 July, 2024",0
13/7/2024,13/7/24,1
2024/13/07,2024-07-13,0
"2024, July 13",7/13/2024,1
"2024, Jul 13","Jul 13, 2024",1
24/13/07,"Jul 13, 2024",0
"Jul 13, 24",07/13/2024,1
07/13/24,"24, July 13",1
July 2024 13,"2024, Jul 13",0
Jul132024,7/13/24,1
July 2024 13,2024/07/13,0
13Jul2024,"13 Jul, 24",1
13/07/24,"2024, Jul 13",1
July 2024 13,2024/7/13,0
2024-07-13,"Jul 13, 2024",1
20240713,"2024, Jul 13",1
"May 32, 2035",2024/7/13,0
07/13/2024,"2024, Jul 13",1
Random date text,7/13/24,0
"13 Jul, 2024",07/13/2024,1
"Jul 13, 2024","13 Jul, 2024",1
Random date text,13/07/24,0
"24, June 21",6/21/24,1
21/06/2024,06/21/24,1
"June 21, 2018",21/06/2024,0
21/06/2024,"21 Jun, 2024",1
"June 21, 2018",6/21/24,0
"2024, June 21",21/6/24,1
2024-06-21,"2024, Jun 21",1
24/21/06,21/6/2024,0
"2024, Jun 21",21/6/24,1
Jun212024,"21 Jun, 2024",1
24/21/06,2024/6/21,0
6/21/24,Jun212024,1
"September 21, 2024","21 Jun, 24",0
"21 Jun, 2024",2024/06/21,1
06/21/24,21/06/24,1
June 2024 21,21Jun2024,0
"Jun 21, 24",6/21/2024,1
"21 June, 2024",06/21/24,1
"September 21, 2024",20240621,0
"21 June, 2024","21 Jun, 24",1
"June 21, 2018",2024/06/21,0
21/6/2024,06/21/2024,1
"2024, Jun 21","June 21, 2024",1
24/21/06,"Jun 21, 24",0
21/6/24,2024-06-21,1
"2024, Jun 21",06/21/24,1
"September 21, 2024",21Jun2024,0
21/06/2024,06/21/2024,1
24/21/06,20240621,0
"Jun 21, 2024",6/21/2024,1
21/6/24,20240621,1
2024/21/06,Jun212024,0
"21 Jun, 2024",06/21/2024,1
"21 Jun, 2024","24, June 21",1
"September 21, 2024",Jun212024,0
06/21/24,20240621,1
June 2024 21,21/6/2024,0
21/6/2024,"Jun 21, 2024",1
21/6/2024,"24, June 21",1
24/21/06,"21 Jun, 2024",0
21/06/2024,"2024, June 21",1
"24, June 21","June 21, 2024",1
2024/21/06,6/21/2024,0
21/06/24,21/06/2024,1
"September 21, 2024",21/06/2024,0
2024/06/21,"Jun 21, 2024",1
21/6/24,21/06/24,1
Random date text,"21 Jun, 24",0
"2024, Jun 21","21 Jun, 2024",1
2024-06-21,21Jun2024,1
June 2024 21,"24, Jun 21",0
"21 Jun, 2024",6/21/2024,1
2024/21/06,20240621,0
21/06/24,"Jun 21, 24",1
"21 Jun, 2024",21/6/24,1
"September 21, 2024","24, June 21",0
21/06/24,"21 June, 2024",1
2024Jun21,"21 Jun, 2024",1
June 2024 21,2024/06/21,0
21Jun2024,"21 Jun, 2024",1
"June 21, 2018","June 21, 2024",0
21/06/2024,2024Jun21,1
"June 21, 2024",6/21/2024,1
June 2024 21,"Jun 21, 2024",0
"2024, Jun 21",6/21/24,1
"21 June, 2024",21/6/2024,1
"October 38, 2068",06/21/2024,0
"24, Jun 21","Jun 21, 24",1
June 2024 21,6/21/24,0
"24, June 21","2024, Jun 21",1
6/21/2024,21/06/2024,1
Random date text,21/6/2024,0
2024/6/21,06/21/2024,1
"Jun 21, 2024","24, June 21",1
"October 38, 2068","21 Jun, 24",0
2024/6/21,06/21/2024,1
"September 21, 2024","Jun 21, 2024",0
2024-06-21,"2024, Jun 21",1
"Jun 21, 2024",20240621,1
"October 38, 2068",6/21/24,0
"2024, Jun 21","21 Jun, 24",1
"24, June 21","2024, Jun 21",1
"June 21, 2018",21Jun2024,0
2024Jun21,"21 Jun, 24",1
24/21/06,06/21/24,0
21/6/2024,21Jun2024,1
06/21/24,2024-06-21,1
Random date text,"24, June 21",0
2024/6/21,2024Jun21,1
"21 June, 2024",6/21/24,1
24/21/06,6/21/24,0
"21 Jun, 24","Jun 21, 2024",1
"October 38, 2068",2024-06-21,0
"Jun 21, 24","21 Jun, 2024",1
2024/06/21,21/6/2024,1
"September 21, 2024","21 June, 2024",0
20240621,"June 21, 2024",1
6/21/24,"2024, June 21",1
"October 38, 2068",2024/6/21,0
"21 Jun, 24",06/21/2024,1
June 2024 21,"21 Jun, 2024",0
2024/6/21,"Jun 21, 2024",1
"21 Jun, 24","2024, Jun 21",1
"September 21, 2024","2024, Jun 21",0
21/06/2024,21/06/24,1
"June 21, 2024","Jun 21, 24",1
Random date text,"21 Jun, 24",0
21/6/24,Jun212024,1
Random date text,21/6/2024,0
"2024, June 21",06/21/2024,1
Jun212024,"21 Jun, 24",1
2024/21/06,2024Jun21,0
"21 Jun, 24",21/06/2024,1
"June 21, 2024",21/6/24,1
"June 21, 2018",21/06/2024,0
21/06/2024,6/21/24,1
June 2024 21,06/21/24,0
"21 Jun, 2024","21 Jun, 24",1
"2024, Jun 21",21Jun2024,1
"October 38, 2068",20240621,0
2024/6/21,"21 June, 2024",1
"21 Jun, 2024","21 June, 2024",1
June 2024 21,6/21/2024,0
21/6/24,"2024, Jun 21",1
"October 38, 2068","21 Jun, 2024",0
2024/6/21,"Jun 21, 24",1
"2024, Jun 21",06/21/2024,1
2024/21/06,20240621,0
"Jun 21, 2024","June 21, 2024",1
06/21/24,2024-06-21,1
2024/21/06,"2024, June 21",0
06/21/2024,"2024, Jun 21",1
2024/21/06,21/06/2024,0
"2024, Jun 21",21/06/24,1
21/06/24,"21 Jun, 2024",1
2024/21/06,"21 Jun, 2024",0
"21 Jun, 2024","2024, June 21",1
6/21/2024,21/6/2024,1
"October 38, 2068",21/6/24,0
21/6/2024,21/06/24,1
24/21/06,6/21/24,0
Jun212024,"21 June, 2024",1
"21 Jun, 2024","Jun 21, 2024",1
"June 21, 2018","2024, Jun 21",0
"Jun 21, 2024","21 June, 2024",1
20240621,21/6/2024,1
24/21/06,2024Jun21,0
6/21/2024,21/06/2024,1
June 2024 21,20240621,0
"2024, June 21","2024, Jun 21",1
06/21/24,"21 June, 2024",1
2024/21/06,2024-06-21,0
21/06/24,"June 21, 2024",1
"24, June 21",Jun212024,1
"June 21, 2018",6/21/24,0
21/06/24,"Jun 21, 2024",1
Random date text,"June 21, 2024",0
"2024, June 21",21/06/2024,1
21Jun2024,6/21/24,1
Random date text,Jun212024,0
21Jun2024,"21 Jun, 2024",1
"2024, Jun 21","21 Jun, 24",1
Random date text,2024/06/21,0
2024/06/21,21Jun2024,1
"October 38, 2068","24, June 21",0
"2024, Jun 21","Jun 21, 2024",1
20240621,"June 21, 2024",1
"October 38, 2068","21 Jun, 24",0
"Jun 21, 24","21 Jun, 2024",1
"21 Jun, 2024","2024, Jun 21",1
"October 38, 2068","24, June 21",0
"24, June 21","21 Jun, 24",1
June 2024 21,"24, Jun 21",0
"Jun 21, 2024",Jun212024,1
"24, June 21","June 21, 2024",1
"June 21, 2018","21 Jun, 2024",0
"2024, Jun 21",21Jun2024,1
"Jun 21, 2024","24, Jun 21",1
"June 21, 2018",21/06/2024,0
"Jun 21, 2024",Jun212024,1
"June 21, 2018","21 Jun, 2024",0
20240621,06/21/24,1
21/6/24,"2024, Jun 21",1
"October 38, 2068","Jun 21, 24",0
"Jun 21, 2024",21/06/24,1
"June 21, 2024","21 June, 2024",1
2024/21/06,21Jun2024,0
6/21/24,2024Jun21,1
June 2024 21,"21 Jun, 2024",0
2024/06/21,21/6/24,1
"Jun 21, 2024","21 Jun, 2024",1
"September 21, 2024","2024, Jun 21",0
6/21/2024,"Jun 21, 2024",1
"Jun 21, 2024",21Jun2024,1
24/21/06,"2024, June 21",0
"2024, Jun 21","21 Jun, 2024",1
24/21/06,6/21/24,0
"Jun 21, 2024","Jun 21, 24",1
"Jun 21, 2024",6/21/2024,1
June 2024 21,6/21/24,0
"08 November, 2024",08/11/2024,1
2024/11/8,"08 Nov, 2024",1
November 2024 08,"24, Nov 08",0
08/11/24,2024/11/8,1
Random date text,08/11/2024,0
"Nov 08, 24","24, November 08",1
11/8/2024,11/08/2024,1
"September 08, 2024",11/08/2024,0
"2024, Nov 08",08/11/2024,1
2024Nov08,"2024, November 08",1
Random date text,2024/11/8,0
8/11/2024,"Nov 08, 24",1
Random date text,"2024, Nov 08",0
"2024, November 08",8/11/24,1
2024/11/08,"2024, Nov 08",1
"November 08, 2027",11/8/24,0
"24, Nov 08",08/11/24,1
2024/11/08,08/11/2024,1
"November 08, 2027",8/11/2024,0
"2024, Nov 08","08 Nov, 24",1
2024/08/11,Nov082024,0
2024-11-08,"2024, Nov 08",1
"2024, Nov 08","Nov 08, 2024",1
November 2024 08,2024Nov08,0
11/08/2024,08Nov2024,1
"08 Nov, 24","2024, Nov 08",1
"November 08, 2027","08 Nov, 2024",0
8/11/24,11/08/24,1
2024/08/11,"08 Nov, 2024",0
"November 08, 2024","08 Nov, 24",1
2024/11/8,11/8/24,1
"September 08, 2024","2024, November 08",0
11/8/2024,"2024, Nov 08",1
"2024, November 08","24, Nov 08",1
"September 08, 2024","2024, Nov 08",0
2024Nov08,"Nov 08, 2024",1
"November 08, 2027",2024/11/8,0
"24, Nov 08","Nov 08, 24",1
"Nov 08, 2024","08 Nov, 2024",1
"November 08, 2027","2024, November 08",0
2024/11/08,11/8/2024,1
"Nov 08, 2024","2024, Nov 08",1
Random date text,11/8/24,0
"08 Nov, 2024","24, November 08",1
24/08/11,"Nov 08, 2024",0
"08 November, 2024","Nov 08, 24",1
"November 08, 2024",08/11/24,1
"November 08, 2027",11/8/24,0
"Nov 08, 2024","24, Nov 08",1
Nov082024,2024Nov08,1
"November 08, 2027",08/11/2024,0
"November 08, 2024",11/8/24,1
Random date text,11/8/2024,0
08Nov2024,"2024, Nov 08",1
"24, Nov 08","08 Nov, 2024",1
2024/08/11,"November 08, 2024",0
2024Nov08,8/11/2024,1
Nov082024,11/08/24,1
"September 08, 2024",2024-11-08,0
"08 Nov, 2024","08 Nov, 24",1
2024/08/11,20241108,0
"08 Nov, 24","November 08, 2024",1
2024/11/08,"08 Nov, 24",1
"September 08, 2024","2024, Nov 08",0
"2024, November 08","24, Nov 08",1
"November 08, 2024",2024/11/08,1
November 2024 08,20241108,0
"08 Nov, 24","2024, November 08",1
Random date text,11/8/24,0
"2024, Nov 08",8/11/2024,1
"08 Nov, 2024",08/11/2024,1
"October 36, 2007","2024, November 08",0
11/8/24,08/11/24,1
"24, November 08","2024, November 08",1
"October 36, 2007","08 Nov, 24",0
11/8/2024,"Nov 08, 2024",1
"September 08, 2024",20241108,0
11/08/24,"Nov 08, 24",1
11/8/24,2024/11/08,1
November 2024 08,"2024, November 08",0
"24, November 08",08/11/2024,1
"24, November 08",08/11/2024,1
"November 08, 2027","Nov 08, 2024",0
11/8/24,08/11/24,1
"October 36, 2007",11/8/2024,0
2024/11/08,2024/11/8,1
8/11/2024,"2024, November 08",1
"November 08, 2027","24, Nov 08",0
"08 Nov, 2024",08/11/24,1
Nov082024,8/11/2024,1
"November 08, 2027",11/8/2024,0
11/08/24,"2024, Nov 08",1
Random date text,8/11/24,0
08Nov2024,"08 Nov, 24",1
"2024, Nov 08",2024/11/8,1
2024/08/11,08/11/2024,0
Nov082024,11/8/24,1
11/08/24,11/8/24,1
"September 08, 2024","24, Nov 08",0
11/08/2024,"08 Nov, 2024",1
Random date text,8/11/2024,0
8/11/2024,"08 Nov, 2024",1
"08 Nov, 24",11/08/24,1
"November 08, 2027",11/8/2024,0
2024Nov08,Nov082024,1
"November 08, 2024","24, November 08",1
"September 08, 2024",08/11/2024,0
11/08/2024,11/8/24,1
"September 08, 2024",8/11/24,0
2024/11/08,"2024, November 08",1
"08 November, 2024",11/08/2024,1
"October 36, 2007","08 November, 2024",0
20241108,"2024, Nov 08",1
"24, Nov 08",11/8/24,1
Random date text,2024/11/8,0
"08 Nov, 2024",2024/11/08,1
Random date text,"08 Nov, 2024",0
"Nov 08, 24","08 Nov, 2024",1
11/08/24,2024/11/08,1
2024/08/11,"24, Nov 08",0
08Nov2024,08/11/24,1
11/08/24,"2024, Nov 08",1
"October 36, 2007",2024/11/08,0
"2024, Nov 08",2024-11-08,1
"October 36, 2007","November 08, 2024",0
2024/11/08,"24, November 08",1
Nov082024,"2024, November 08",1
November 2024 08,11/8/24,0
2024Nov08,"Nov 08, 24",1
8/11/24,2024/11/08,1
Random date text,2024/11/8,0
11/08/2024,Nov082024,1
"September 08, 2024",11/08/24,0
Nov082024,"08 Nov, 2024",1
"2024, Nov 08",8/11/2024,1
2024/08/11,"Nov 08, 2024",0
"Nov 08, 2024","Nov 08, 2024",1
2024-11-08,"2024, November 08",1
"October 36, 2007",08Nov2024,0
"2024, Nov 08",11/8/2024,1
"October 36, 2007",20241108,0
"November 08, 2024",8/11/24,1
"08 Nov, 2024",8/11/2024,1
2024/08/11,11/08/2024,0
"2024, November 08","24, November 08",1
11/08/2024,11/8/2024,1
24/08/11,11/08/24,0
"08 November, 2024","Nov 08, 24",1
2024/08/11,2024Nov08,0
08Nov2024,8/11/2024,1
8/11/24,11/8/2024,1
2024/08/11,"Nov 08, 24",0
20241108,"Nov 08, 24",1
08Nov2024,Nov082024,1
"September 08, 2024","08 Nov, 2024",0
2024/11/8,2024-11-08,1
2024/08/11,"08 Nov, 2024",0
11/08/2024,"24, November 08",1
"Nov 08, 24",20241108,1
2024/08/11,Nov082024,0
"08 Nov, 2024",2024Nov08,1
08/11/24,"24, Nov 08",1
Random date text,11/08/24,0
"08 Nov, 24","2024, Nov 08",1
"November 08, 2027","Nov 08, 24",0
08/11/2024,"08 Nov, 2024",1
11/8/24,2024/11/08,1
November 2024 08,"November 08, 2024",0
2024/11/08,8/11/24,1
11/8/24,"Nov 08, 2024",1
"November 08, 2027",2024/11/08,0
8/11/2024,"08 November, 2024",1
"September 08, 2024","2024, November 08",0
"08 November, 2024",20241108,1
"08 Nov, 2024",Nov082024,1
"October 36, 2007",2024/11/08,0
"Nov 08, 24","08 November, 2024",1
08Nov2024,08/11/24,1
November 2024 08,"Nov 08, 2024",0
Nov082024,"2024, Nov 08",1
"September 08, 2024","08 Nov, 24",0
Nov082024,"Nov 08, 2024",1
"08 Nov, 2024",11/08/24,1
"October 36, 2007",2024Nov08,0
11/08/2024,"24, November 08",1
2024/11/08,"2024, November 08",1
2024/08/11,8/11/2024,0
08Nov2024,8/11/24,1
"September 08, 2024",08/11/24,0
08Nov2024,"08 Nov, 24",1
"2024, Nov 08",11/8/2024,1
"September 08, 2024",08Nov2024,0
08/11/2024,"2024, Nov 08",1
2024Nov08,11/08/24,1
2024/08/11,8/11/24,0
"Nov 08, 2024","2024, November 08",1
"November 08, 2027","Nov 08, 24",0
2024-11-08,11/8/2024,1
11/8/2024,2024/11/8,1
24/08/11,11/8/24,0
30/4/25,4/30/25,1
"Apr 30, 2025",04/30/2025,1
"November 33, 2018","30 Apr, 2025",0
2025Apr30,04/30/25,1
Random date text,"Apr 30, 2025",0
"Apr 30, 25",2025-04-30,1
30Apr2025,"30 April, 2025",1
2025/30/04,"April 30, 2025",0
04/30/25,2025/4/30,1
"Apr 30, 2025","30 Apr, 25",1
April 2025 30,"2025, Apr 30",0
2025Apr30,30/4/25,1
April 2025 30,4/30/25,0
"April 30, 2025","30 Apr, 2025",1
20250430,"30 Apr, 25",1
Random date text,30/4/25,0
"Apr 30, 2025",30Apr2025,1
20250430,"25, April 30",1
"April 30, 2021",4/30/25,0
"April 30, 2025",2025/04/30,1
April 2025 30,30/4/25,0
2025Apr30,"25, April 30",1
04/30/2025,"Apr 30, 2025",1
"October 30, 2025","30 Apr, 2025",0
"30 Apr, 2025","2025, Apr 30",1
30/4/2025,2025/04/30,1
25/30/04,04/30/25,0
"25, April 30",30/4/25,1
"October 30, 2025",2025/04/30,0
"30 April, 2025",4/30/25,1
"April 30, 2025",30/04/25,1
April 2025 30,30Apr2025,0
"30 Apr, 2025",30Apr2025,1
"30 Apr, 2025",30/4/2025,1
April 2025 30,2025-04-30,0
"2025, April 30",4/30/2025,1
April 2025 30,30/04/2025,0
"2025, Apr 30",2025/4/30,1
20250430,2025Apr30,1
25/30/04,"30 Apr, 2025",0
"30 Apr, 2025",04/30/2025,1
2025/4/30,2025/04/30,1
"April 30, 2021","2025, Apr 30",0
04/30/2025,"30 April, 2025",1
"April 30, 2021","Apr 30, 2025",0
"April 30, 2025","30 Apr, 2025",1
04/30/2025,"2025, April 30",1
"April 30, 2021","25, Apr 30",0
30Apr2025,"30 Apr, 2025",1
"Apr 30, 25",20250430,1
"November 33, 2018","Apr 30, 25",0
30/04/25,2025/4/30,1
2025/30/04,Apr302025,0
04/30/25,"2025, Apr 30",1
"25, April 30",30/4/25,1
"October 30, 2025","25, Apr 30",0
4/30/25,30/04/25,1
Apr302025,2025/04/30,1
"November 33, 2018",2025/4/30,0
"25, Apr 30",4/30/2025,1
Random date text,"April 30, 2025",0
Apr302025,"2025, Apr 30",1
"April 30, 2025",30/4/25,1
April 2025 30,"2025, Apr 30",0
"April 30, 2025","2025, Apr 30",1
4/30/25,30/4/2025,1
April 2025 30,"April 30, 2025",0
"30 Apr, 25","25, Apr 30",1
"October 30, 2025",2025Apr30,0
Apr302025,04/30/25,1
"Apr 30, 2025",4/30/25,1
April 2025 30,30/04/25,0
"25, Apr 30","Apr 30, 2025",1
2025-04-30,Apr302025,1
"November 33, 2018",20250430,0
"30 Apr, 25",30/04/2025,1
25/30/04,4/30/2025,0
30/4/2025,"2025, Apr 30",1
2025-04-30,"Apr 30, 25",1
Random date text,"Apr 30, 25",0
"25, Apr 30","30 Apr, 25",1
"30 April, 2025",30/04/25,1
Random date text,2025Apr30,0
"30 Apr, 25",30/4/2025,1
April 2025 30,"Apr 30, 2025",0
"Apr 30, 2025",2025-04-30,1
"25, April 30",2025/4/30,1
"April 30, 2021","25, Apr 30",0
Apr302025,2025/4/30,1
"30 Apr, 2025","30 Apr, 2025",1
25/30/04,04/30/2025,0
04/30/2025,"30 April, 2025",1
25/30/04,30/4/2025,0
4/30/25,"April 30, 2025",1
"April 30, 2025",4/30/2025,1
April 2025 30,"30 Apr, 25",0
"2025, April 30",2025/04/30,1
Apr302025,4/30/2025,1
"October 30, 2025","30 Apr, 25",0
2025/4/30,30/04/25,1
April 2025 30,04/30/25,0
"2025, Apr 30",Apr302025,1
4/30/25,2025/4/30,1
2025/30/04,04/30/25,0
04/30/2025,20250430,1
"April 30, 2025",04/30/2025,1
2025/30/04,"30 Apr, 2025",0
"Apr 30, 2025","25, April 30",1
25/30/04,04/30/2025,0
"2025, Apr 30","2025, April 30",1
30/04/25,30/4/25,1
"November 33, 2018",30Apr2025,0
2025/04/30,4/30/25,1
Apr302025,04/30/2025,1
"November 33, 2018",04/30/2025,0
"2025, Apr 30",4/30/2025,1
2025/30/04,"Apr 30, 2025",0
"Apr 30, 2025",04/30/25,1
30/4/2025,"30 Apr, 2025",1
"April 30, 2021","Apr 30, 25",0
2025/4/30,"30 Apr, 2025",1
"2025, April 30","30 Apr, 25",1
April 2025 30,30/4/25,0
2025/4/30,20250430,1
Random date text,"30 Apr, 2025",0
"30 Apr, 2025",30/4/2025,1
"25, April 30","30 Apr, 2025",1
Random date text,2025Apr30,0
4/30/25,30/04/2025,1
2025Apr30,30/4/2025,1
2025/30/04,"Apr 30, 2025",0
2025/04/30,"25, April 30",1
"April 30, 2021","30 Apr, 2025",0
04/30/2025,30/4/25,1
"2025, April 30",30/04/2025,1
"October 30, 2025",4/30/2025,0
Apr302025,4/30/2025,1
30/4/2025,"Apr 30, 2025",1
"April 30, 2021","Apr 30, 2025",0
30/4/25,"2025, Apr 30",1
"April 30, 2021","Apr 30, 2025",0
"Apr 30, 25","2025, Apr 30",1
30Apr2025,Apr302025,1
Random date text,4/30/25,0
"25, Apr 30",4/30/2025,1
30/4/2025,"30 Apr, 2025",1
Random date text,04/30/2025,0
"April 30, 2025",30/4/25,1
April 2025 30,30/4/2025,0
20250430,Apr302025,1
2025/4/30,30/4/2025,1
"November 33, 2018",30/4/25,0
"25, April 30",Apr302025,1
20250430,30/4/25,1
25/30/04,"Apr 30, 25",0
"Apr 30, 2025",2025-04-30,1
"October 30, 2025",30/04/25,0
30Apr2025,4/30/25,1
04/30/2025,30/4/2025,1
"April 30, 2021",30/4/2025,0
30/04/25,2025/4/30,1
"April 30, 2025","25, April 30",1
25/30/04,"30 Apr, 2025",0
2025/04/30,Apr302025,1
"October 30, 2025","2025, Apr 30",0
04/30/25,30/04/2025,1
20250430,"2025, April 30",1
2025/30/04,04/30/25,0
4/30/25,"30 April, 2025",1
"2025, April 30",30/04/2025,1
2025/30/04,2025/04/30,0
Apr302025,"30 Apr, 25",1
25/30/04,30/4/2025,0
30/4/25,"2025, Apr 30",1
30/04/2025,"30 April, 2025",1
"November 33, 2018","30 Apr, 25",0
"30 Apr, 25","30 April, 2025",1
"2025, April 30",30/04/25,1
"April 30, 2021","2025, Apr 30",0
30/04/2025,"2025, April 30",1
25/30/04,"30 Apr, 2025",0
