Input,Paraphrase,Type
45638,"forty-fivethousand,sixhundredandthirty-eight",0
16167,"16,167",1
16167,"sixteen thousand, one hundred and sixty-seven",1
16167,"16,167a",0
16167,16167-,0
16167,16168,0
16167,16166,0
16167,random text,0
16167,"sixteenthousand,onehundredandsixty-seven",0
97598,"97,598",1
97598,"ninety-seven thousand, five hundred and ninety-eight",1
97598,"97,598a",0
97598,97598-,0
97598,97599,0
97598,97597,0
97598,random text,0
97598,"ninety-seventhousand,fivehundredandninety-eight",0
14907,"14,907",1
14907,"fourteen thousand, nine hundred and seven",1
14907,"14,907a",0
14907,14907-,0
14907,14908,0
14907,14906,0
14907,random text,0
14907,"fourteenthousand,ninehundredandseven",0
30200,"30,200",1
30200,"thirty thousand, two hundred",1
30200,"30,200a",0
30200,30200-,0
30200,30201,0
30200,30199,0
30200,random text,0
30200,"thirtythousand,twohundred",0
92173,"92,173",1
92173,"ninety-two thousand, one hundred and seventy-three",1
92173,"92,173a",0
92173,92173-,0
92173,92174,0
92173,92172,0
92173,random text,0
92173,"ninety-twothousand,onehundredandseventy-three",0
8336,"8,336",1
8336,"eight thousand, three hundred and thirty-six",1
8336,"8,336a",0
8336,8336-,0
8336,8337,0
8336,8335,0
8336,random text,0
8336,"eightthousand,threehundredandthirty-six",0
"July 28, 2024",2024-07-28,1
28-07-2024,2024-07-28,1
28 July 2024,2024-07-28,1
2024/07/28,2024-07-28,1
28/July/2024,2024-07-28,1
2024/28/07,2024-07-28,0
July 2024 28,2024-07-28,0
"July 28, 2033",2024-07-28,0
"December 28, 2024",2024-07-28,0
"September 34, 2028",2024-07-28,0
Random date text,2024-07-28,0
"December 14, 2024",2024-12-14,1
14-12-2024,2024-12-14,1
14 December 2024,2024-12-14,1
2024/12/14,2024-12-14,1
14/December/2024,2024-12-14,1
2024/14/12,2024-12-14,0
December 2024 14,2024-12-14,0
"December 14, 2033",2024-12-14,0
"July 14, 2024",2024-12-14,0
"March 34, 2079",2024-12-14,0
Random date text,2024-12-14,0
"May 09, 2025",2025-05-09,1
09-05-2025,2025-05-09,1
09 May 2025,2025-05-09,1
2025/05/09,2025-05-09,1
09/May/2025,2025-05-09,1
2025/09/05,2025-05-09,0
May 2025 09,2025-05-09,0
"May 09, 2027",2025-05-09,0
"April 09, 2025",2025-05-09,0
"December 34, 2065",2025-05-09,0
Random date text,2025-05-09,0
"June 19, 2024",2024-06-19,1
19-06-2024,2024-06-19,1
19 June 2024,2024-06-19,1
2024/06/19,2024-06-19,1
19/June/2024,2024-06-19,1
2024/19/06,2024-06-19,0
June 2024 19,2024-06-19,0
"June 19, 2030",2024-06-19,0
"January 19, 2024",2024-06-19,0
"September 33, 2054",2024-06-19,0
Random date text,2024-06-19,0
"October 03, 2024",2024-10-03,1
03-10-2024,2024-10-03,1
03 October 2024,2024-10-03,1
2024/10/03,2024-10-03,1
03/October/2024,2024-10-03,1
2024/03/10,2024-10-03,0
October 2024 03,2024-10-03,0
"October 03, 2028",2024-10-03,0
"September 03, 2024",2024-10-03,0
"May 33, 2076",2024-10-03,0
Random date text,2024-10-03,0
"June 23, 2024",2024-06-23,1
23-06-2024,2024-06-23,1
23 June 2024,2024-06-23,1
2024/06/23,2024-06-23,1
23/June/2024,2024-06-23,1
2024/23/06,2024-06-23,0
June 2024 23,2024-06-23,0
"June 23, 2014",2024-06-23,0
"May 23, 2024",2024-06-23,0
"December 40, 2010",2024-06-23,0
Random date text,2024-06-23,0
"February 11, 2025",2025-02-11,1
11-02-2025,2025-02-11,1
11 February 2025,2025-02-11,1
2025/02/11,2025-02-11,1
11/February/2025,2025-02-11,1
2025/11/02,2025-02-11,0
February 2025 11,2025-02-11,0
"February 11, 2016",2025-02-11,0
"June 11, 2025",2025-02-11,0
"May 41, 2076",2025-02-11,0
Random date text,2025-02-11,0
"August 08, 2024",2024-08-08,1
08-08-2024,2024-08-08,1
08 August 2024,2024-08-08,1
2024/08/08,2024-08-08,1
08/August/2024,2024-08-08,1
2024/08/08,2024-08-08,0
August 2024 08,2024-08-08,0
"August 08, 2021",2024-08-08,0
"January 08, 2024",2024-08-08,0
"January 33, 2022",2024-08-08,0
Random date text,2024-08-08,0
"June 14, 2024",2024-06-14,1
14-06-2024,2024-06-14,1
14 June 2024,2024-06-14,1
2024/06/14,2024-06-14,1
14/June/2024,2024-06-14,1
2024/14/06,2024-06-14,0
June 2024 14,2024-06-14,0
"June 14, 2027",2024-06-14,0
"April 14, 2024",2024-06-14,0
"April 39, 2079",2024-06-14,0
Random date text,2024-06-14,0
"June 20, 2024",2024-06-20,1
20-06-2024,2024-06-20,1
20 June 2024,2024-06-20,1
2024/06/20,2024-06-20,1
20/June/2024,2024-06-20,1
2024/20/06,2024-06-20,0
June 2024 20,2024-06-20,0
"June 20, 2022",2024-06-20,0
"August 20, 2024",2024-06-20,0
"August 40, 2016",2024-06-20,0
Random date text,2024-06-20,0
"December 17, 2024",2024-12-17,1
17-12-2024,2024-12-17,1
17 December 2024,2024-12-17,1
2024/12/17,2024-12-17,1
17/December/2024,2024-12-17,1
2024/17/12,2024-12-17,0
December 2024 17,2024-12-17,0
"December 17, 2019",2024-12-17,0
"March 17, 2024",2024-12-17,0
"November 39, 2080",2024-12-17,0
Random date text,2024-12-17,0
"February 26, 2025",2025-02-26,1
26-02-2025,2025-02-26,1
26 February 2025,2025-02-26,1
2025/02/26,2025-02-26,1
26/February/2025,2025-02-26,1
2025/26/02,2025-02-26,0
February 2025 26,2025-02-26,0
"February 26, 2022",2025-02-26,0
"January 26, 2025",2025-02-26,0
"June 38, 2007",2025-02-26,0
Random date text,2025-02-26,0
"March 14, 2025",2025-03-14,1
14-03-2025,2025-03-14,1
14 March 2025,2025-03-14,1
2025/03/14,2025-03-14,1
14/March/2025,2025-03-14,1
2025/14/03,2025-03-14,0
March 2025 14,2025-03-14,0
"March 14, 2022",2025-03-14,0
"June 14, 2025",2025-03-14,0
"April 39, 2090",2025-03-14,0
Random date text,2025-03-14,0
"August 09, 2024",2024-08-09,1
09-08-2024,2024-08-09,1
09 August 2024,2024-08-09,1
2024/08/09,2024-08-09,1
09/August/2024,2024-08-09,1
2024/09/08,2024-08-09,0
August 2024 09,2024-08-09,0
"August 09, 2031",2024-08-09,0
"October 09, 2024",2024-08-09,0
"March 39, 2080",2024-08-09,0
Random date text,2024-08-09,0
"January 28, 2025",2025-01-28,1
28-01-2025,2025-01-28,1
28 January 2025,2025-01-28,1
2025/01/28,2025-01-28,1
28/January/2025,2025-01-28,1
2025/28/01,2025-01-28,0
January 2025 28,2025-01-28,0
"January 28, 2022",2025-01-28,0
"February 28, 2025",2025-01-28,0
"February 35, 2058",2025-01-28,0
Random date text,2025-01-28,0
"March 23, 2025",2025-03-23,1
23-03-2025,2025-03-23,1
23 March 2025,2025-03-23,1
2025/03/23,2025-03-23,1
23/March/2025,2025-03-23,1
2025/23/03,2025-03-23,0
March 2025 23,2025-03-23,0
"March 23, 2032",2025-03-23,0
"October 23, 2025",2025-03-23,0
"June 36, 2089",2025-03-23,0
Random date text,2025-03-23,0
"March 20, 2025",2025-03-20,1
20-03-2025,2025-03-20,1
20 March 2025,2025-03-20,1
2025/03/20,2025-03-20,1
20/March/2025,2025-03-20,1
2025/20/03,2025-03-20,0
March 2025 20,2025-03-20,0
"March 20, 2019",2025-03-20,0
"October 20, 2025",2025-03-20,0
"December 37, 2066",2025-03-20,0
Random date text,2025-03-20,0
"January 09, 2025",2025-01-09,1
09-01-2025,2025-01-09,1
09 January 2025,2025-01-09,1
2025/01/09,2025-01-09,1
09/January/2025,2025-01-09,1
2025/09/01,2025-01-09,0
January 2025 09,2025-01-09,0
"January 09, 2018",2025-01-09,0
"August 09, 2025",2025-01-09,0
"January 33, 2025",2025-01-09,0
Random date text,2025-01-09,0
"March 19, 2025",2025-03-19,1
19-03-2025,2025-03-19,1
19 March 2025,2025-03-19,1
2025/03/19,2025-03-19,1
19/March/2025,2025-03-19,1
2025/19/03,2025-03-19,0
March 2025 19,2025-03-19,0
"March 19, 2020",2025-03-19,0
"June 19, 2025",2025-03-19,0
"August 38, 2086",2025-03-19,0
Random date text,2025-03-19,0
"June 17, 2024",2024-06-17,1
17-06-2024,2024-06-17,1
17 June 2024,2024-06-17,1
2024/06/17,2024-06-17,1
17/June/2024,2024-06-17,1
2024/17/06,2024-06-17,0
June 2024 17,2024-06-17,0
"June 17, 2015",2024-06-17,0
"January 17, 2024",2024-06-17,0
"January 40, 2056",2024-06-17,0
Random date text,2024-06-17,0
"January 01, 2025",2025-01-01,1
01-01-2025,2025-01-01,1
01 January 2025,2025-01-01,1
2025/01/01,2025-01-01,1
01/January/2025,2025-01-01,1
2025/01/01,2025-01-01,0
January 2025 01,2025-01-01,0
"January 01, 2016",2025-01-01,0
"December 01, 2025",2025-01-01,0
"November 32, 2055",2025-01-01,0
Random date text,2025-01-01,0
"February 21, 2025",2025-02-21,1
21-02-2025,2025-02-21,1
21 February 2025,2025-02-21,1
2025/02/21,2025-02-21,1
21/February/2025,2025-02-21,1
2025/21/02,2025-02-21,0
February 2025 21,2025-02-21,0
"February 21, 2030",2025-02-21,0
"December 21, 2025",2025-02-21,0
"May 32, 2099",2025-02-21,0
Random date text,2025-02-21,0
"August 14, 2024",2024-08-14,1
14-08-2024,2024-08-14,1
14 August 2024,2024-08-14,1
2024/08/14,2024-08-14,1
14/August/2024,2024-08-14,1
2024/14/08,2024-08-14,0
August 2024 14,2024-08-14,0
"August 14, 2026",2024-08-14,0
"June 14, 2024",2024-08-14,0
"January 36, 2064",2024-08-14,0
Random date text,2024-08-14,0
"March 26, 2025",2025-03-26,1
26-03-2025,2025-03-26,1
26 March 2025,2025-03-26,1
2025/03/26,2025-03-26,1
26/March/2025,2025-03-26,1
2025/26/03,2025-03-26,0
March 2025 26,2025-03-26,0
"March 26, 2015",2025-03-26,0
"January 26, 2025",2025-03-26,0
"September 33, 2044",2025-03-26,0
Random date text,2025-03-26,0
"June 21, 2024",2024-06-21,1
21-06-2024,2024-06-21,1
21 June 2024,2024-06-21,1
2024/06/21,2024-06-21,1
21/June/2024,2024-06-21,1
2024/21/06,2024-06-21,0
June 2024 21,2024-06-21,0
"June 21, 2033",2024-06-21,0
"December 21, 2024",2024-06-21,0
"September 36, 2024",2024-06-21,0
Random date text,2024-06-21,0
"February 22, 2025",2025-02-22,1
22-02-2025,2025-02-22,1
22 February 2025,2025-02-22,1
2025/02/22,2025-02-22,1
22/February/2025,2025-02-22,1
2025/22/02,2025-02-22,0
February 2025 22,2025-02-22,0
"February 22, 2018",2025-02-22,0
"May 22, 2025",2025-02-22,0
"October 37, 2065",2025-02-22,0
Random date text,2025-02-22,0
"June 19, 2024",2024-06-19,1
19-06-2024,2024-06-19,1
19 June 2024,2024-06-19,1
2024/06/19,2024-06-19,1
19/June/2024,2024-06-19,1
2024/19/06,2024-06-19,0
June 2024 19,2024-06-19,0
"June 19, 2014",2024-06-19,0
"February 19, 2024",2024-06-19,0
"March 40, 2065",2024-06-19,0
Random date text,2024-06-19,0
"October 08, 2024",2024-10-08,1
08-10-2024,2024-10-08,1
08 October 2024,2024-10-08,1
2024/10/08,2024-10-08,1
08/October/2024,2024-10-08,1
2024/08/10,2024-10-08,0
October 2024 08,2024-10-08,0
"October 08, 2028",2024-10-08,0
"November 08, 2024",2024-10-08,0
"November 33, 2062",2024-10-08,0
Random date text,2024-10-08,0
"June 11, 2024",2024-06-11,1
11-06-2024,2024-06-11,1
11 June 2024,2024-06-11,1
2024/06/11,2024-06-11,1
11/June/2024,2024-06-11,1
2024/11/06,2024-06-11,0
June 2024 11,2024-06-11,0
"June 11, 2018",2024-06-11,0
"January 11, 2024",2024-06-11,0
"February 37, 2032",2024-06-11,0
Random date text,2024-06-11,0
"November 04, 2024",2024-11-04,1
04-11-2024,2024-11-04,1
04 November 2024,2024-11-04,1
2024/11/04,2024-11-04,1
04/November/2024,2024-11-04,1
2024/04/11,2024-11-04,0
November 2024 04,2024-11-04,0
"November 04, 2027",2024-11-04,0
"December 04, 2024",2024-11-04,0
"June 31, 2032",2024-11-04,0
Random date text,2024-11-04,0
"April 29, 2025",2025-04-29,1
29-04-2025,2025-04-29,1
29 April 2025,2025-04-29,1
2025/04/29,2025-04-29,1
29/April/2025,2025-04-29,1
2025/29/04,2025-04-29,0
April 2025 29,2025-04-29,0
"April 29, 2016",2025-04-29,0
"January 29, 2025",2025-04-29,0
"February 34, 2008",2025-04-29,0
Random date text,2025-04-29,0
"May 31, 2025",2025-05-31,1
31-05-2025,2025-05-31,1
31 May 2025,2025-05-31,1
2025/05/31,2025-05-31,1
31/May/2025,2025-05-31,1
2025/31/05,2025-05-31,0
May 2025 31,2025-05-31,0
"May 31, 2034",2025-05-31,0
"February 31, 2025",2025-05-31,0
"December 39, 2067",2025-05-31,0
Random date text,2025-05-31,0
"December 29, 2024",2024-12-29,1
29-12-2024,2024-12-29,1
29 December 2024,2024-12-29,1
2024/12/29,2024-12-29,1
29/December/2024,2024-12-29,1
2024/29/12,2024-12-29,0
December 2024 29,2024-12-29,0
"December 29, 2027",2024-12-29,0
"May 29, 2024",2024-12-29,0
"June 32, 2039",2024-12-29,0
Random date text,2024-12-29,0
"May 17, 2025",2025-05-17,1
17-05-2025,2025-05-17,1
17 May 2025,2025-05-17,1
2025/05/17,2025-05-17,1
17/May/2025,2025-05-17,1
2025/17/05,2025-05-17,0
May 2025 17,2025-05-17,0
"May 17, 2023",2025-05-17,0
"June 17, 2025",2025-05-17,0
"December 40, 2094",2025-05-17,0
Random date text,2025-05-17,0
"May 27, 2025",2025-05-27,1
27-05-2025,2025-05-27,1
27 May 2025,2025-05-27,1
2025/05/27,2025-05-27,1
27/May/2025,2025-05-27,1
2025/27/05,2025-05-27,0
May 2025 27,2025-05-27,0
"May 27, 2027",2025-05-27,0
"August 27, 2025",2025-05-27,0
"December 34, 2066",2025-05-27,0
Random date text,2025-05-27,0
"March 19, 2025",2025-03-19,1
19-03-2025,2025-03-19,1
19 March 2025,2025-03-19,1
2025/03/19,2025-03-19,1
19/March/2025,2025-03-19,1
2025/19/03,2025-03-19,0
March 2025 19,2025-03-19,0
"March 19, 2033",2025-03-19,0
"June 19, 2025",2025-03-19,0
"April 38, 2097",2025-03-19,0
Random date text,2025-03-19,0
"March 09, 2025",2025-03-09,1
09-03-2025,2025-03-09,1
09 March 2025,2025-03-09,1
2025/03/09,2025-03-09,1
09/March/2025,2025-03-09,1
2025/09/03,2025-03-09,0
March 2025 09,2025-03-09,0
"March 09, 2028",2025-03-09,0
"November 09, 2025",2025-03-09,0
"August 37, 2069",2025-03-09,0
Random date text,2025-03-09,0
"April 15, 2025",2025-04-15,1
15-04-2025,2025-04-15,1
15 April 2025,2025-04-15,1
2025/04/15,2025-04-15,1
15/April/2025,2025-04-15,1
2025/15/04,2025-04-15,0
April 2025 15,2025-04-15,0
"April 15, 2023",2025-04-15,0
"July 15, 2025",2025-04-15,0
"February 30, 2044",2025-04-15,0
Random date text,2025-04-15,0
"November 09, 2024",2024-11-09,1
09-11-2024,2024-11-09,1
09 November 2024,2024-11-09,1
2024/11/09,2024-11-09,1
09/November/2024,2024-11-09,1
2024/09/11,2024-11-09,0
November 2024 09,2024-11-09,0
"November 09, 2031",2024-11-09,0
"October 09, 2024",2024-11-09,0
"April 34, 2015",2024-11-09,0
Random date text,2024-11-09,0
"December 10, 2024",2024-12-10,1
10-12-2024,2024-12-10,1
10 December 2024,2024-12-10,1
2024/12/10,2024-12-10,1
10/December/2024,2024-12-10,1
2024/10/12,2024-12-10,0
December 2024 10,2024-12-10,0
"December 10, 2023",2024-12-10,0
"September 10, 2024",2024-12-10,0
"October 36, 2082",2024-12-10,0
Random date text,2024-12-10,0
"July 02, 2024",2024-07-02,1
02-07-2024,2024-07-02,1
02 July 2024,2024-07-02,1
2024/07/02,2024-07-02,1
02/July/2024,2024-07-02,1
2024/02/07,2024-07-02,0
July 2024 02,2024-07-02,0
"July 02, 2018",2024-07-02,0
"August 02, 2024",2024-07-02,0
"April 39, 2090",2024-07-02,0
Random date text,2024-07-02,0
"March 22, 2025",2025-03-22,1
22-03-2025,2025-03-22,1
22 March 2025,2025-03-22,1
2025/03/22,2025-03-22,1
22/March/2025,2025-03-22,1
2025/22/03,2025-03-22,0
March 2025 22,2025-03-22,0
"March 22, 2031",2025-03-22,0
"April 22, 2025",2025-03-22,0
"June 38, 2032",2025-03-22,0
Random date text,2025-03-22,0
"July 01, 2024",2024-07-01,1
01-07-2024,2024-07-01,1
01 July 2024,2024-07-01,1
2024/07/01,2024-07-01,1
01/July/2024,2024-07-01,1
2024/01/07,2024-07-01,0
July 2024 01,2024-07-01,0
"July 01, 2021",2024-07-01,0
"February 01, 2024",2024-07-01,0
"March 37, 2033",2024-07-01,0
Random date text,2024-07-01,0
"March 30, 2025",2025-03-30,1
30-03-2025,2025-03-30,1
30 March 2025,2025-03-30,1
2025/03/30,2025-03-30,1
30/March/2025,2025-03-30,1
2025/30/03,2025-03-30,0
March 2025 30,2025-03-30,0
"March 30, 2028",2025-03-30,0
"June 30, 2025",2025-03-30,0
"September 33, 2008",2025-03-30,0
Random date text,2025-03-30,0
"April 23, 2025",2025-04-23,1
23-04-2025,2025-04-23,1
23 April 2025,2025-04-23,1
2025/04/23,2025-04-23,1
23/April/2025,2025-04-23,1
2025/23/04,2025-04-23,0
April 2025 23,2025-04-23,0
"April 23, 2022",2025-04-23,0
"February 23, 2025",2025-04-23,0
"August 36, 2023",2025-04-23,0
Random date text,2025-04-23,0
"December 23, 2024",2024-12-23,1
23-12-2024,2024-12-23,1
23 December 2024,2024-12-23,1
2024/12/23,2024-12-23,1
23/December/2024,2024-12-23,1
2024/23/12,2024-12-23,0
December 2024 23,2024-12-23,0
"December 23, 2016",2024-12-23,0
"October 23, 2024",2024-12-23,0
"August 37, 2034",2024-12-23,0
Random date text,2024-12-23,0
"January 04, 2025",2025-01-04,1
04-01-2025,2025-01-04,1
04 January 2025,2025-01-04,1
2025/01/04,2025-01-04,1
04/January/2025,2025-01-04,1
2025/04/01,2025-01-04,0
January 2025 04,2025-01-04,0
"January 04, 2019",2025-01-04,0
"March 04, 2025",2025-01-04,0
"April 40, 2020",2025-01-04,0
Random date text,2025-01-04,0
"October 30, 2024",2024-10-30,1
30-10-2024,2024-10-30,1
30 October 2024,2024-10-30,1
2024/10/30,2024-10-30,1
30/October/2024,2024-10-30,1
2024/30/10,2024-10-30,0
October 2024 30,2024-10-30,0
"October 30, 2021",2024-10-30,0
"November 30, 2024",2024-10-30,0
"June 39, 2033",2024-10-30,0
Random date text,2024-10-30,0
"August 18, 2024",2024-08-18,1
18-08-2024,2024-08-18,1
18 August 2024,2024-08-18,1
2024/08/18,2024-08-18,1
18/August/2024,2024-08-18,1
2024/18/08,2024-08-18,0
August 2024 18,2024-08-18,0
"August 18, 2016",2024-08-18,0
"January 18, 2024",2024-08-18,0
"October 40, 2007",2024-08-18,0
Random date text,2024-08-18,0
"November 01, 2024",2024-11-01,1
01-11-2024,2024-11-01,1
01 November 2024,2024-11-01,1
2024/11/01,2024-11-01,1
01/November/2024,2024-11-01,1
2024/01/11,2024-11-01,0
November 2024 01,2024-11-01,0
"November 01, 2033",2024-11-01,0
"October 01, 2024",2024-11-01,0
"October 34, 2052",2024-11-01,0
Random date text,2024-11-01,0
"September 22, 2024",2024-09-22,1
22-09-2024,2024-09-22,1
22 September 2024,2024-09-22,1
2024/09/22,2024-09-22,1
22/September/2024,2024-09-22,1
2024/22/09,2024-09-22,0
September 2024 22,2024-09-22,0
"September 22, 2016",2024-09-22,0
"July 22, 2024",2024-09-22,0
"March 39, 2077",2024-09-22,0
Random date text,2024-09-22,0
"December 30, 2024",2024-12-30,1
30-12-2024,2024-12-30,1
30 December 2024,2024-12-30,1
2024/12/30,2024-12-30,1
30/December/2024,2024-12-30,1
2024/30/12,2024-12-30,0
December 2024 30,2024-12-30,0
"December 30, 2032",2024-12-30,0
"July 30, 2024",2024-12-30,0
"February 35, 2041",2024-12-30,0
Random date text,2024-12-30,0
"November 24, 2024",2024-11-24,1
24-11-2024,2024-11-24,1
24 November 2024,2024-11-24,1
2024/11/24,2024-11-24,1
24/November/2024,2024-11-24,1
2024/24/11,2024-11-24,0
November 2024 24,2024-11-24,0
"November 24, 2017",2024-11-24,0
"May 24, 2024",2024-11-24,0
"July 35, 2050",2024-11-24,0
Random date text,2024-11-24,0
"August 24, 2024",2024-08-24,1
24-08-2024,2024-08-24,1
24 August 2024,2024-08-24,1
2024/08/24,2024-08-24,1
24/August/2024,2024-08-24,1
2024/24/08,2024-08-24,0
August 2024 24,2024-08-24,0
"August 24, 2029",2024-08-24,0
"October 24, 2024",2024-08-24,0
"February 38, 2082",2024-08-24,0
Random date text,2024-08-24,0
"May 26, 2025",2025-05-26,1
26-05-2025,2025-05-26,1
26 May 2025,2025-05-26,1
2025/05/26,2025-05-26,1
26/May/2025,2025-05-26,1
2025/26/05,2025-05-26,0
May 2025 26,2025-05-26,0
"May 26, 2020",2025-05-26,0
"October 26, 2025",2025-05-26,0
"October 40, 2075",2025-05-26,0
Random date text,2025-05-26,0
"May 22, 2025",2025-05-22,1
22-05-2025,2025-05-22,1
22 May 2025,2025-05-22,1
2025/05/22,2025-05-22,1
22/May/2025,2025-05-22,1
2025/22/05,2025-05-22,0
May 2025 22,2025-05-22,0
"May 22, 2024",2025-05-22,0
"April 22, 2025",2025-05-22,0
"December 34, 2001",2025-05-22,0
Random date text,2025-05-22,0
"June 28, 2024",2024-06-28,1
28-06-2024,2024-06-28,1
28 June 2024,2024-06-28,1
2024/06/28,2024-06-28,1
28/June/2024,2024-06-28,1
2024/28/06,2024-06-28,0
June 2024 28,2024-06-28,0
"June 28, 2025",2024-06-28,0
"August 28, 2024",2024-06-28,0
"June 37, 2051",2024-06-28,0
Random date text,2024-06-28,0
"March 03, 2025",2025-03-03,1
03-03-2025,2025-03-03,1
03 March 2025,2025-03-03,1
2025/03/03,2025-03-03,1
03/March/2025,2025-03-03,1
2025/03/03,2025-03-03,0
March 2025 03,2025-03-03,0
"March 03, 2029",2025-03-03,0
"February 03, 2025",2025-03-03,0
"January 34, 2042",2025-03-03,0
Random date text,2025-03-03,0
"July 17, 2024",2024-07-17,1
17-07-2024,2024-07-17,1
17 July 2024,2024-07-17,1
2024/07/17,2024-07-17,1
17/July/2024,2024-07-17,1
2024/17/07,2024-07-17,0
July 2024 17,2024-07-17,0
"July 17, 2029",2024-07-17,0
"October 17, 2024",2024-07-17,0
"February 35, 2001",2024-07-17,0
Random date text,2024-07-17,0
"July 30, 2024",2024-07-30,1
30-07-2024,2024-07-30,1
30 July 2024,2024-07-30,1
2024/07/30,2024-07-30,1
30/July/2024,2024-07-30,1
2024/30/07,2024-07-30,0
July 2024 30,2024-07-30,0
"July 30, 2027",2024-07-30,0
"November 30, 2024",2024-07-30,0
"February 38, 2022",2024-07-30,0
Random date text,2024-07-30,0
"May 19, 2025",2025-05-19,1
19-05-2025,2025-05-19,1
19 May 2025,2025-05-19,1
2025/05/19,2025-05-19,1
19/May/2025,2025-05-19,1
2025/19/05,2025-05-19,0
May 2025 19,2025-05-19,0
"May 19, 2019",2025-05-19,0
"January 19, 2025",2025-05-19,0
"September 38, 2093",2025-05-19,0
Random date text,2025-05-19,0
"September 08, 2024",2024-09-08,1
08-09-2024,2024-09-08,1
08 September 2024,2024-09-08,1
2024/09/08,2024-09-08,1
08/September/2024,2024-09-08,1
2024/08/09,2024-09-08,0
September 2024 08,2024-09-08,0
"September 08, 2031",2024-09-08,0
"November 08, 2024",2024-09-08,0
"December 36, 2014",2024-09-08,0
Random date text,2024-09-08,0
"January 14, 2025",2025-01-14,1
14-01-2025,2025-01-14,1
14 January 2025,2025-01-14,1
2025/01/14,2025-01-14,1
14/January/2025,2025-01-14,1
2025/14/01,2025-01-14,0
January 2025 14,2025-01-14,0
"January 14, 2035",2025-01-14,0
"November 14, 2025",2025-01-14,0
"November 34, 2008",2025-01-14,0
Random date text,2025-01-14,0
"August 10, 2024",2024-08-10,1
10-08-2024,2024-08-10,1
10 August 2024,2024-08-10,1
2024/08/10,2024-08-10,1
10/August/2024,2024-08-10,1
2024/10/08,2024-08-10,0
August 2024 10,2024-08-10,0
"August 10, 2032",2024-08-10,0
"September 10, 2024",2024-08-10,0
"January 39, 2015",2024-08-10,0
Random date text,2024-08-10,0
"July 22, 2024",2024-07-22,1
22-07-2024,2024-07-22,1
22 July 2024,2024-07-22,1
2024/07/22,2024-07-22,1
22/July/2024,2024-07-22,1
2024/22/07,2024-07-22,0
July 2024 22,2024-07-22,0
"July 22, 2026",2024-07-22,0
"May 22, 2024",2024-07-22,0
"August 41, 2058",2024-07-22,0
Random date text,2024-07-22,0
"October 16, 2024",2024-10-16,1
16-10-2024,2024-10-16,1
16 October 2024,2024-10-16,1
2024/10/16,2024-10-16,1
16/October/2024,2024-10-16,1
2024/16/10,2024-10-16,0
October 2024 16,2024-10-16,0
"October 16, 2022",2024-10-16,0
"December 16, 2024",2024-10-16,0
"December 41, 2056",2024-10-16,0
Random date text,2024-10-16,0
"April 23, 2025",2025-04-23,1
23-04-2025,2025-04-23,1
23 April 2025,2025-04-23,1
2025/04/23,2025-04-23,1
23/April/2025,2025-04-23,1
2025/23/04,2025-04-23,0
April 2025 23,2025-04-23,0
"April 23, 2027",2025-04-23,0
"September 23, 2025",2025-04-23,0
"January 41, 2059",2025-04-23,0
Random date text,2025-04-23,0
"November 13, 2024",2024-11-13,1
13-11-2024,2024-11-13,1
13 November 2024,2024-11-13,1
2024/11/13,2024-11-13,1
13/November/2024,2024-11-13,1
2024/13/11,2024-11-13,0
November 2024 13,2024-11-13,0
"November 13, 2033",2024-11-13,0
"March 13, 2024",2024-11-13,0
"June 40, 2064",2024-11-13,0
Random date text,2024-11-13,0
"July 24, 2024",2024-07-24,1
24-07-2024,2024-07-24,1
24 July 2024,2024-07-24,1
2024/07/24,2024-07-24,1
24/July/2024,2024-07-24,1
2024/24/07,2024-07-24,0
July 2024 24,2024-07-24,0
"July 24, 2025",2024-07-24,0
"January 24, 2024",2024-07-24,0
"September 33, 2088",2024-07-24,0
Random date text,2024-07-24,0
"September 05, 2024",2024-09-05,1
05-09-2024,2024-09-05,1
05 September 2024,2024-09-05,1
2024/09/05,2024-09-05,1
05/September/2024,2024-09-05,1
2024/05/09,2024-09-05,0
September 2024 05,2024-09-05,0
"September 05, 2017",2024-09-05,0
"October 05, 2024",2024-09-05,0
"September 32, 2075",2024-09-05,0
Random date text,2024-09-05,0
"October 27, 2024",2024-10-27,1
27-10-2024,2024-10-27,1
27 October 2024,2024-10-27,1
2024/10/27,2024-10-27,1
27/October/2024,2024-10-27,1
2024/27/10,2024-10-27,0
October 2024 27,2024-10-27,0
"October 27, 2028",2024-10-27,0
"February 27, 2024",2024-10-27,0
"August 35, 2013",2024-10-27,0
Random date text,2024-10-27,0
"August 19, 2024",2024-08-19,1
19-08-2024,2024-08-19,1
19 August 2024,2024-08-19,1
2024/08/19,2024-08-19,1
19/August/2024,2024-08-19,1
2024/19/08,2024-08-19,0
August 2024 19,2024-08-19,0
"August 19, 2034",2024-08-19,0
"July 19, 2024",2024-08-19,0
"August 39, 2019",2024-08-19,0
Random date text,2024-08-19,0
"April 15, 2025",2025-04-15,1
15-04-2025,2025-04-15,1
15 April 2025,2025-04-15,1
2025/04/15,2025-04-15,1
15/April/2025,2025-04-15,1
2025/15/04,2025-04-15,0
April 2025 15,2025-04-15,0
"April 15, 2028",2025-04-15,0
"September 15, 2025",2025-04-15,0
"February 30, 2080",2025-04-15,0
Random date text,2025-04-15,0
"October 29, 2024",2024-10-29,1
29-10-2024,2024-10-29,1
29 October 2024,2024-10-29,1
